,user,item,rating
34768,46046,4247,5
34769,30237,14632,4
34770,15972,11838,4
34771,20509,10894,4
34772,890,3598,5
34773,54146,1707,1
34774,35285,7923,3
34775,40894,6344,4
34776,22337,13903,5
34777,28638,15263,3
34778,34213,9080,4
34779,7623,6051,4
34780,47220,1556,4
34781,24048,9045,3
34782,48415,792,4
34783,12373,6291,4
34784,36687,13579,3
34785,48323,3475,4
34786,5310,293,4
34787,46291,7825,3
34788,15656,7541,3
34789,7984,15362,4
34790,1582,10653,4
34791,626,8249,1
34792,39929,3422,4
34793,29560,1598,3
34794,32287,2884,4
34795,11538,7952,4
34796,39433,14521,4
34797,23499,14206,3
34798,51801,4020,3
34799,12289,11924,4
34800,19189,15674,3
34801,8689,1500,3
34802,1467,5291,2
34803,21803,1225,4
34804,3046,10385,5
34805,34268,10653,3
34806,29158,588,3
34807,11598,10210,5
34808,17907,247,5
34809,8232,5026,5
34810,42259,729,4
34811,25580,5400,3
34812,7304,6417,2
34813,20484,771,5
34814,26740,2004,4
34815,32664,10891,4
34816,11049,12871,4
34817,28785,588,3
34818,41617,4564,3
34819,5444,13713,3
34820,35528,10251,3
34821,51934,10967,5
34822,30927,14212,2
34823,40013,16381,3
34824,14329,4890,5
34825,22031,13277,4
34826,13941,11838,1
34827,41488,13337,4
34828,31259,14822,4
34829,25081,3476,2
34830,49978,13410,5
34831,23161,9572,5
34832,18148,1998,4
34833,44237,1047,4
34834,10308,1290,3
34835,16590,12229,5
34836,25988,7745,4
34837,8706,8022,4
34838,4788,6088,4
34839,6133,10865,5
34840,13843,1368,5
34841,25487,9213,3
34842,53984,5617,3
34843,15208,12988,3
34844,36221,5071,4
34845,44333,11494,5
34846,19851,11819,4
34847,39817,8151,2
34848,26955,14632,3
34849,22566,1328,5
34850,27515,13470,5
34851,26561,13487,4
34852,37364,9576,4
34853,6715,7305,4
34854,10345,11704,4
34855,39593,11114,4
34856,34791,832,1
34857,43033,1135,4
34858,6739,10512,4
34859,42295,6291,4
34860,50773,9727,4
34861,9957,12301,5
34862,30796,14360,3
34863,4500,12273,4
34864,7559,4048,5
34865,49744,9484,4
34866,13796,13062,3
34867,38822,12162,3
34868,6096,5020,3
34869,38731,15207,5
34870,28100,12229,4
34871,12326,7769,4
34872,35553,136,4
34873,25005,3681,3
34874,54258,4198,5
34875,26520,1877,4
34876,12210,9161,4
34877,47965,3598,3
34878,1163,732,3
34879,17509,5339,4
34880,10282,14230,4
34881,10882,10173,4
34882,7657,8408,1
34883,5213,13274,5
34884,17246,2840,5
34885,27237,15933,5
34886,50358,7045,4
34887,27843,4247,3
34888,42783,2346,3
34889,21498,1837,3
34890,35684,5842,4
34891,578,7991,2
34892,27422,6495,3
34893,15511,2222,2
34894,39688,255,5
34895,17658,6302,4
34896,35752,2938,4
34897,32914,1168,4
34898,46089,15194,3
34899,34992,9469,4
34900,50904,12492,4
34901,37610,4564,4
34902,34391,12707,3
34903,55690,9208,4
34904,15995,5054,5
34905,19875,2556,4
34906,33247,6009,3
34907,29796,10362,4
34908,17969,12202,2
34909,45750,14501,1
34910,16748,6103,2
34911,46028,10054,3
34912,12198,2465,4
34913,36515,863,4
34914,10829,4535,4
34915,20805,792,5
34916,52484,3991,4
34917,55121,2554,4
34918,29990,12700,4
34919,30013,3474,3
34920,40586,5062,5
34921,37577,13486,5
34922,48203,4699,3
34923,37355,10411,4
34924,3142,8747,4
34925,52620,11949,2
34926,20705,771,4
34927,22412,5147,5
34928,54075,9375,5
34929,42384,5761,4
34930,52053,12584,2
34931,48228,2974,3
34932,17142,12582,5
34933,15573,9469,5
34934,25780,4555,3
34935,23458,10813,5
34936,35226,2777,5
34937,12518,11739,4
34938,15073,12929,5
34939,3259,13160,1
34940,6085,12229,5
34941,41878,12354,5
34942,11839,13470,3
34943,38207,6882,4
34944,44014,7895,4
34945,45826,12492,3
34946,54923,13951,3
34947,7473,8592,5
34948,7029,11985,1
34949,2631,10173,5
34950,25990,6149,3
34951,29262,8782,3
34952,24697,11362,3
34953,27347,15734,4
34954,6756,3726,2
34955,14419,15589,3
34956,31018,10447,2
34957,15126,10977,3
34958,1392,12492,3
34959,18478,5149,2
34960,25184,6494,3
34961,54577,12582,5
34962,11379,12192,4
34963,9444,3940,3
34964,6466,8046,5
34965,41004,13827,5
34966,8377,5693,4
34967,34628,9947,2
34968,7,12691,4
34969,41136,9998,2
34970,30685,7808,1
34971,6642,14426,2
34972,67,11838,4
34973,16624,6581,3
34974,19163,10968,2
34975,29222,1290,4
34976,24906,14072,3
34977,53009,14568,4
34978,19952,10976,4
34979,24560,16327,5
34980,11561,11236,4
34981,1260,3509,4
34982,46227,293,4
34983,6278,6562,1
34984,27289,11620,4
34985,26593,14655,2
34986,47765,5212,4
34987,35020,6149,4
34988,11440,4988,3
34989,5606,4863,3
34990,48936,11751,3
34991,1764,7821,4
34992,11010,4040,4
34993,17293,7008,3
34994,47828,3830,5
34995,2911,3799,2
34996,39423,323,3
34997,18049,4347,4
34998,29949,5826,2
34999,19317,2129,5
35000,21001,14501,3
35001,21374,9040,2
35002,17467,2319,2
35003,54356,5334,3
35004,19965,2212,1
35005,20689,16316,4
35006,10462,10594,2
35007,37368,5047,3
35008,10490,6149,3
35009,32289,895,4
35010,39419,4556,4
35011,45458,11696,2
35012,52401,5132,4
35013,18478,6294,3
35014,4996,13486,4
35015,34466,10851,4
35016,3952,12098,4
35017,36127,15360,4
35018,23573,12673,4
35019,22933,3476,3
35020,23230,8780,5
35021,113,10309,5
35022,9132,10470,4
35023,46782,15078,3
35024,9527,3818,4
35025,27612,2138,2
35026,48738,9910,3
35027,15650,16209,4
35028,17705,13165,5
35029,12685,16089,3
35030,50901,4229,5
35031,52992,6228,5
35032,10845,11905,5
35033,17186,8168,5
35034,17733,12753,4
35035,9887,5251,4
35036,3202,8117,3
35037,37754,7657,3
35038,24352,8247,2
35039,53956,6344,4
35040,9214,16077,2
35041,31751,15315,4
35042,22948,9536,4
35043,51737,16078,1
35044,50930,3689,5
35045,43470,11706,4
35046,9667,11860,5
35047,16647,14230,3
35048,46993,12718,3
35049,48986,9469,4
35050,2168,12582,4
35051,15953,8339,1
35052,2070,14860,4
35053,3700,2103,3
35054,42298,4564,4
35055,29866,3726,4
35056,2271,12462,4
35057,25036,14212,3
35058,24295,15196,5
35059,25950,8196,1
35060,22185,3214,4
35061,53073,10865,3
35062,11993,766,4
35063,2549,4247,5
35064,29421,3598,4
35065,22269,255,3
35066,54740,6777,4
35067,50973,9572,5
35068,5084,293,4
35069,365,3313,2
35070,50193,3238,3
35071,46918,13875,4
35072,22697,3426,3
35073,30369,1189,5
35074,20729,9870,4
35075,11371,12477,4
35076,56077,4958,4
35077,2688,9050,4
35078,42908,13045,2
35079,33882,11551,4
35080,50583,10978,2
35081,50999,16077,3
35082,44757,2024,2
35083,46817,6495,3
35084,20930,12700,3
35085,35845,3035,5
35086,14513,8274,5
35087,36738,15249,4
35088,16227,2455,4
35089,16640,11881,4
35090,32713,13659,4
35091,11166,12098,3
35092,36749,3796,3
35093,39751,10380,4
35094,40936,409,3
35095,37283,12875,5
35096,27267,8227,4
35097,37651,2937,4
35098,46318,5054,4
35099,40459,14501,4
35100,155,6873,4
35101,1501,10865,4
35102,28532,9390,4
35103,6483,12589,3
35104,7274,959,5
35105,42490,12202,3
35106,27683,1008,5
35107,39949,13919,4
35108,3228,720,5
35109,25493,8157,4
35110,42405,9941,3
35111,51238,12628,3
35112,30327,7189,1
35113,52604,6417,4
35114,851,2442,3
35115,25991,409,3
35116,18418,16325,3
35117,13556,5683,4
35118,18200,10221,3
35119,43747,3649,5
35120,7480,4825,3
35121,36826,3270,5
35122,49266,14206,5
35123,5616,15217,4
35124,8995,5761,5
35125,49939,4967,1
35126,46327,13472,4
35127,29109,4247,4
35128,38277,2768,4
35129,10228,7672,3
35130,15920,1306,4
35131,50581,2571,4
35132,20964,4564,5
35133,30471,12523,4
35134,11607,7953,2
35135,29643,3071,5
35136,26272,5683,5
35137,46403,8830,4
35138,6402,2516,3
35139,40626,1877,4
35140,23101,11913,4
35141,8279,12713,3
35142,30202,11236,3
35143,29484,3614,3
35144,25676,464,3
35145,26657,14495,5
35146,31948,1564,5
35147,7270,14712,5
35148,32584,7480,4
35149,45019,4891,2
35150,1533,1135,4
35151,22222,5591,4
35152,52287,4289,5
35153,39328,4830,4
35154,1487,14508,4
35155,43900,9633,4
35156,20699,11575,3
35157,54197,8101,4
35158,28470,15315,4
35159,33278,15495,5
35160,16860,12278,5
35161,51405,4409,2
35162,14684,13189,4
35163,16505,10999,4
35164,16510,9010,4
35165,17272,9915,3
35166,54262,3836,4
35167,7080,2489,4
35168,16362,7189,1
35169,17683,5020,4
35170,50983,1459,1
35171,31159,10385,5
35172,13042,10975,4
35173,16621,7147,5
35174,32016,1707,1
35175,45898,5400,4
35176,5537,13336,5
35177,5675,3389,3
35178,46015,10008,3
35179,14610,12753,4
35180,30027,11342,4
35181,11091,10015,4
35182,46083,1289,4
35183,10184,732,4
35184,44571,7099,4
35185,11366,924,4
35186,1060,13470,1
35187,45475,12993,5
35188,30618,13903,5
35189,9546,13016,5
35190,5707,4592,4
35191,39587,1504,3
35192,7874,6175,5
35193,3326,120,1
35194,15884,13977,3
35195,40184,8117,4
35196,36374,8046,4
35197,16700,14048,4
35198,10670,2090,5
35199,4331,831,4
35200,16332,5920,5
35201,45472,13828,5
35202,46587,1564,2
35203,22822,15099,4
35204,28387,6085,2
35205,42215,6302,4
35206,34288,11819,4
35207,45776,10658,4
35208,43494,1500,4
35209,44867,14072,3
35210,16798,283,3
35211,5106,13828,1
35212,41025,1887,2
35213,43126,13486,3
35214,42825,13949,3
35215,25474,9071,4
35216,293,3802,5
35217,43741,192,3
35218,45446,9199,2
35219,30214,10210,4
35220,24469,10364,4
35221,45945,9564,2
35222,32340,4675,4
35223,39961,9389,3
35224,37619,13334,3
35225,34604,8157,4
35226,35147,6123,4
35227,11343,3151,4
35228,28543,13320,3
35229,6391,12594,4
35230,48017,15194,4
35231,52010,3045,4
35232,7912,10210,2
35233,38456,11935,3
35234,29579,15179,4
35235,46167,8522,3
35236,2072,7769,4
35237,9738,15387,3
35238,18047,4961,4
35239,46759,3802,5
35240,15136,85,4
35241,39357,2292,1
35242,45750,14839,3
35243,2914,3151,5
35244,28166,13336,5
35245,21443,10186,4
35246,10729,5554,3
35247,34084,9375,4
35248,36594,15387,3
35249,30599,12691,4
35250,17233,5031,4
35251,45900,14391,4
35252,27129,12392,4
35253,46752,12670,5
35254,52396,10703,5
35255,2050,10275,3
35256,5697,2816,4
35257,20969,16204,3
35258,36962,11935,2
35259,15895,12098,4
35260,43914,13207,3
35261,303,4091,3
35262,3535,10199,5
35263,32153,9238,2
35264,41374,4071,4
35265,47850,2556,5
35266,47904,5649,3
35267,13805,4592,1
35268,42570,14569,4
35269,53953,2796,3
35270,44360,11861,3
35271,4586,9171,5
35272,16789,2455,5
35273,29528,2190,3
35274,10302,2181,5
35275,24230,10446,2
35276,31776,11674,3
35277,43610,11736,3
35278,54932,13845,4
35279,33541,14884,4
35280,48225,13287,4
35281,10281,6009,3
35282,17422,2103,3
35283,25135,4692,4
35284,2067,13734,4
35285,1480,254,3
35286,38522,13486,4
35287,46000,8280,5
35288,34880,12940,4
35289,55879,10173,5
35290,44423,13772,3
35291,34682,3694,2
35292,28078,5425,3
35293,9436,10081,3
35294,39640,10910,3
35295,46420,1831,4
35296,23954,9740,3
35297,17586,3241,5
35298,44244,15315,3
35299,45890,5761,4
35300,29769,9735,4
35301,55136,8738,4
35302,54645,9580,4
35303,4199,6085,2
35304,33553,13579,4
35305,12278,6885,4
35306,33081,6447,1
35307,47821,3055,2
35308,13972,7882,4
35309,4088,496,2
35310,23792,6200,3
35311,12915,4752,4
35312,10744,7916,3
35313,41382,13927,2
35314,22169,10397,3
35315,13548,11668,1
35316,27145,10386,4
35317,18578,8522,4
35318,31591,8780,4
35319,51,10865,4
35320,47006,877,4
35321,3203,6777,4
35322,8332,6246,5
35323,3461,10173,4
35324,30304,10005,4
35325,49130,7952,5
35326,16163,13256,5
35327,43842,8147,3
35328,34682,9885,3
35329,5924,16069,4
35330,29854,14979,5
35331,52308,12229,5
35332,49746,6081,5
35333,1457,2761,2
35334,32950,10965,5
35335,11968,931,3
35336,16401,10951,4
35337,13664,11761,2
35338,51414,10081,4
35339,36603,4247,3
35340,44873,10891,1
35341,43762,15453,4
35342,23341,2768,4
35343,40065,14061,3
35344,212,11550,3
35345,12804,4163,3
35346,40749,1646,1
35347,28747,1564,3
35348,35793,11856,3
35349,11050,9740,4
35350,25855,14301,3
35351,54664,4341,4
35352,35338,10987,3
35353,8857,13486,4
35354,18514,7672,4
35355,13476,13155,1
35356,20624,859,2
35357,49604,3218,4
35358,18969,2619,3
35359,5324,2157,4
35360,32157,6240,4
35361,2309,6891,4
35362,45643,7777,3
35363,11306,3193,3
35364,51433,6577,4
35365,43492,2103,4
35366,23160,8029,4
35367,4938,8195,4
35368,11785,6085,2
35369,5852,12278,4
35370,26773,11839,4
35371,473,6478,1
35372,23975,4040,2
35373,8713,5153,4
35374,52062,8780,5
35375,37198,14087,3
35376,12094,9890,3
35377,9042,11607,4
35378,42164,10653,3
35379,14712,3627,2
35380,14306,4373,5
35381,27564,15387,3
35382,20539,12523,3
35383,42172,589,3
35384,13936,12619,4
35385,44061,2019,4
35386,26430,15216,4
35387,7407,14789,4
35388,33238,5430,2
35389,37396,4347,4
35390,17217,14087,3
35391,48364,6495,3
35392,20136,9406,3
35393,1508,7347,3
35394,20884,4362,3
35395,31817,3883,4
35396,9999,387,4
35397,3135,11374,4
35398,37941,4876,3
35399,2881,2190,4
35400,32217,5464,4
35401,49389,2486,4
35402,40522,4876,4
35403,26277,2978,3
35404,2986,3440,3
35405,49948,14884,1
35406,19898,6581,5
35407,26660,7070,4
35408,48355,12291,5
35409,24916,7617,4
35410,51862,1564,3
35411,44132,13829,4
35412,28473,5062,4
35413,28707,6417,4
35414,18981,9469,4
35415,10461,5330,2
35416,17161,713,4
35417,17761,14082,4
35418,16184,4448,4
35419,53894,3995,3
35420,13084,4564,1
35421,42578,13569,3
35422,50556,4040,3
35423,44505,10718,4
35424,21425,392,4
35425,24847,1338,3
35426,7872,895,4
35427,30300,11494,4
35428,22253,6146,5
35429,35285,14160,3
35430,52119,2019,5
35431,38296,10511,1
35432,18858,8022,4
35433,19821,744,3
35434,4710,10512,4
35435,35989,5324,4
35436,6853,5020,1
35437,48614,3071,5
35438,34342,13807,2
35439,3993,4276,2
35440,52337,15111,2
35441,47399,2319,1
35442,50917,10244,4
35443,38451,12594,5
35444,19981,15511,4
35445,24955,5149,4
35446,2655,12199,4
35447,5468,11562,2
35448,43607,4564,3
35449,45485,15077,3
35450,24044,1601,5
35451,25238,1945,5
35452,56069,13338,4
35453,37825,7289,4
35454,1191,9138,4
35455,45820,10315,4
35456,42524,10718,4
35457,25317,902,3
35458,4425,9564,4
35459,12570,12672,4
35460,14265,3937,5
35461,22796,3352,4
35462,22221,9209,5
35463,11945,2069,4
35464,36730,12321,3
35465,29737,13930,5
35466,26990,16305,2
35467,10869,4104,5
35468,12453,3607,5
35469,27152,4048,5
35470,54636,2890,4
35471,16783,14035,4
35472,7356,10302,3
35473,15137,4859,2
35474,27501,8676,5
35475,44111,12523,4
35476,14696,1854,3
35477,42832,15316,4
35478,34576,6778,4
35479,53350,3796,3
35480,56119,523,5
35481,6908,11551,3
35482,44351,14495,5
35483,10244,6960,4
35484,20219,9944,3
35485,38353,8029,4
35486,33909,10972,3
35487,53076,4663,3
35488,25994,6723,3
35489,4839,9232,1
35490,19345,11641,3
35491,41275,4255,4
35492,2354,5943,4
35493,25474,15140,4
35494,2239,13277,4
35495,52284,15644,3
35496,7667,10244,5
35497,33280,12427,2
35498,1493,10966,3
35499,10825,14212,1
35500,5212,3726,3
35501,24696,7313,4
35502,39124,9085,3
35503,50611,3218,4
35504,6755,8971,4
35505,18393,10976,5
35506,8208,15473,4
35507,38186,11041,1
35508,29223,10780,3
35509,33210,1646,1
35510,5714,11947,4
35511,29010,15919,3
35512,2443,1626,3
35513,17747,12410,2
35514,41469,5624,3
35515,36228,8671,4
35516,43798,13682,4
35517,48528,4267,1
35518,34981,2917,5
35519,42458,12953,5
35520,38678,14466,3
35521,29281,11856,1
35522,12680,4675,5
35523,29207,5333,3
35524,12187,8013,4
35525,42897,15207,4
35526,29313,8592,4
35527,18946,8911,1
35528,1895,1168,5
35529,25229,12222,4
35530,25875,849,3
35531,50458,9298,4
35532,5832,8072,3
35533,26196,2381,1
35534,15011,14508,4
35535,17972,6003,4
35536,19305,12392,4
35537,45327,10583,2
35538,15176,6777,5
35539,22617,14984,5
35540,40948,5675,4
35541,23891,5020,3
35542,7760,10837,5
35543,52169,9740,5
35544,4839,14838,5
35545,18574,14113,4
35546,35867,16336,4
35547,1083,8380,3
35548,23042,6085,5
35549,19551,3252,4
35550,16363,10917,3
35551,8758,3283,4
35552,27513,6495,4
35553,25381,2903,2
35554,7653,3148,3
35555,36401,12193,5
35556,39872,9339,5
35557,48065,12088,3
35558,26697,6354,5
35559,41536,8401,5
35560,40162,3474,4
35561,15523,6488,3
35562,38869,14206,4
35563,53748,8196,3
35564,2049,11144,3
35565,23924,8022,4
35566,11035,14230,4
35567,20985,2103,3
35568,15710,12572,3
35569,50041,13900,4
35570,18218,4229,2
35571,11451,5617,4
35572,46861,10513,3
35573,9445,10251,3
35574,33613,2069,4
35575,53023,6417,4
35576,2926,2761,4
35577,31544,15823,2
35578,17656,3936,5
35579,33198,2768,5
35580,25731,1008,5
35581,53394,2460,4
35582,19308,10005,3
35583,6735,15387,5
35584,21463,11151,2
35585,17760,6089,4
35586,22457,14206,5
35587,24182,8166,3
35588,9238,12582,4
35589,253,10976,5
35590,49917,12168,3
35591,12755,10603,3
35592,42751,14061,3
35593,36587,5147,5
35594,31296,6621,3
35595,50751,2257,4
35596,4823,3364,4
35597,19460,3153,4
35598,21173,13587,3
35599,42302,9633,3
35600,2521,10512,3
35601,1287,12200,3
35602,46442,6423,4
35603,31035,4071,4
35604,29738,12385,4
35605,41208,10818,4
35606,24122,2190,4
35607,749,3045,5
35608,31666,14065,2
35609,16463,10515,2
35610,3962,15734,3
35611,19485,6495,3
35612,41051,8174,4
35613,39520,13828,5
35614,4036,2768,3
35615,8056,5218,5
35616,13315,14072,5
35617,48287,9962,4
35618,42977,3649,4
35619,12988,4553,3
35620,43499,10235,3
35621,28021,16327,2
35622,49056,10889,4
35623,262,1372,4
35624,141,9298,4
35625,8155,14363,5
35626,26589,10512,5
35627,20241,2158,5
35628,42788,5069,3
35629,25786,1601,3
35630,44464,14750,4
35631,28693,8029,5
35632,2817,14647,4
35633,42160,15977,3
35634,35110,8029,4
35635,52368,1371,4
35636,21270,15429,4
35637,44075,3252,3
35638,51327,14838,5
35639,27942,14072,3
35640,5688,2292,5
35641,556,10976,4
35642,26797,10653,4
35643,51521,13673,5
35644,11536,15217,4
35645,34887,9469,5
35646,19757,8169,3
35647,4328,3389,5
35648,50,708,3
35649,46852,8063,2
35650,16926,8716,5
35651,36394,6313,3
35652,31770,10894,1
35653,27218,15194,5
35654,46308,10343,5
35655,46594,15799,3
35656,13850,3983,5
35657,8413,7777,4
35658,12957,9258,3
35659,44046,8228,2
35660,22493,3072,2
35661,39578,8911,5
35662,27935,5925,4
35663,1232,12594,4
35664,33962,12515,5
35665,54002,1170,3
35666,37951,11902,3
35667,48790,11495,5
35668,50493,13425,4
35669,37188,15721,3
35670,17492,6690,5
35671,39157,2315,4
35672,5002,6777,3
35673,47726,941,4
35674,45042,4986,3
35675,4674,12736,4
35676,32419,11319,3
35677,30003,9536,3
35678,50349,255,3
35679,21527,5291,3
35680,37391,3773,3
35681,41696,16089,4
35682,13721,4959,4
35683,33793,14072,4
35684,17884,3784,5
35685,7593,15693,4
35686,44171,5028,2
35687,38641,9307,4
35688,2846,10429,4
35689,48017,1705,4
35690,36193,2882,3
35691,24920,1328,4
35692,28775,8933,3
35693,44079,15157,4
35694,38061,16339,3
35695,5346,10976,4
35696,50140,2713,4
35697,31898,14206,5
35698,18873,15046,5
35699,10517,3661,1
35700,32140,14072,4
35701,6933,12246,4
35702,34321,12309,3
35703,7877,4016,4
35704,33950,12972,4
35705,53440,12523,2
35706,45993,10726,3
35707,54506,1288,5
35708,36643,12119,3
35709,31364,14466,5
35710,12759,6149,4
35711,51897,8339,4
35712,21412,1183,4
35713,8795,8158,4
35714,32665,9762,5
35715,36366,8465,5
35716,27685,368,3
35717,44784,10511,3
35718,33701,5242,5
35719,25303,6085,5
35720,55570,4541,5
35721,53250,14173,4
35722,29532,12316,3
35723,51607,1646,1
35724,36179,6495,5
35725,8363,1119,3
35726,49102,15179,4
35727,6505,6201,1
35728,33584,2071,3
35729,37786,13049,4
35730,33,2968,3
35731,23732,13976,3
35732,52271,7674,4
35733,36576,792,3
35734,9407,15137,4
35735,1178,1135,4
35736,20992,10403,4
35737,10242,4417,3
35738,28248,4564,4
35739,11548,9735,3
35740,33045,7860,3
35741,23816,13591,2
35742,38298,1502,5
35743,43723,1135,3
35744,28105,8249,4
35745,12328,895,5
35746,47991,7519,4
35747,23941,12266,3
35748,18497,14160,4
35749,32671,14206,5
35750,1769,2768,4
35751,8254,8241,5
35752,9000,9611,5
35753,49928,3769,3
35754,39696,9232,4
35755,15689,12940,5
35756,40543,11313,5
35757,1217,9238,3
35758,47121,14230,5
35759,25028,15462,2
35760,3673,3318,4
35761,10603,2190,3
35762,43770,13099,2
35763,52632,10956,3
35764,45787,15137,5
35765,17834,4274,3
35766,5375,4592,4
35767,41044,9633,4
35768,11809,7777,4
35769,22251,8157,3
35770,46242,15362,5
35771,25815,2951,3
35772,11299,8227,3
35773,9973,4754,4
35774,42902,4138,3
35775,50970,1135,4
35776,764,588,4
35777,29459,6146,5
35778,18243,7288,5
35779,13283,16178,4
35780,27464,10420,4
35781,33550,4752,3
35782,19719,15316,1
35783,37221,10173,4
35784,11006,1564,2
35785,5471,12278,5
35786,22739,10987,4
35787,50266,14072,3
35788,2184,256,5
35789,43680,12421,1
35790,22148,14293,4
35791,15790,13784,4
35792,16869,3218,4
35793,46541,11696,2
35794,3609,10967,4
35795,16881,15006,4
35796,41439,6992,3
35797,21348,5054,3
35798,16865,14838,3
35799,3117,10309,4
35800,28650,1567,2
35801,1963,7529,3
35802,28039,6000,4
35803,48690,8421,5
35804,32318,10966,4
35805,29210,16175,3
35806,16539,8780,5
35807,23371,6149,3
35808,12054,14839,3
35809,37763,5393,4
35810,27720,2884,3
35811,24831,3081,3
35812,24631,3153,4
35813,5458,3282,2
35814,23408,5685,3
35815,10704,7916,4
35816,11317,4564,3
35817,29521,13235,2
35818,42351,5944,3
35819,34059,9354,3
35820,19558,1945,3
35821,40944,14989,3
35822,30552,732,4
35823,41127,2913,5
35824,2031,9168,4
35825,50739,4020,3
35826,17768,15374,2
35827,37555,2138,5
35828,21785,12650,3
35829,35162,14212,3
35830,7539,11620,3
35831,10050,9944,4
35832,26312,4267,4
35833,22596,14488,2
35834,7685,7695,3
35835,18082,4029,3
35836,30259,5947,3
35837,22426,15559,5
35838,31619,1877,5
35839,6095,2385,5
35840,18885,10653,1
35841,47335,5950,4
35842,54382,8408,3
35843,37854,207,2
35844,45436,5713,3
35845,10101,3153,3
35846,22645,4941,5
35847,41115,6495,4
35848,52837,4766,4
35849,47222,6992,3
35850,8353,14884,4
35851,54913,14403,5
35852,39653,9478,3
35853,19780,8911,5
35854,24120,1771,2
35855,32875,4923,2
35856,37626,11249,4
35857,34514,11856,2
35858,13346,3582,4
35859,2353,12411,4
35860,3684,2576,3
35861,45088,1973,4
35862,40788,951,3
35863,6657,10403,4
35864,11635,4807,3
35865,17703,8101,3
35866,10211,15387,4
35867,45062,15962,3
35868,37518,4362,4
35869,6151,11741,3
35870,16636,9050,4
35871,48840,13643,3
35872,37965,13632,4
35873,22689,7791,5
35874,52107,10583,4
35875,49486,2796,3
35876,44302,11,5
35877,44470,10027,4
35878,16957,15973,3
35879,45878,5618,3
35880,11007,4541,3
35881,6858,9572,5
35882,16850,256,4
35883,15027,2934,4
35884,21286,2497,3
35885,52546,10664,2
35886,32330,2761,5
35887,50735,2656,4
35888,42511,5714,4
35889,34457,1502,5
35890,48527,1877,4
35891,1971,10653,4
35892,37370,9160,4
35893,8892,4118,4
35894,48323,11981,5
35895,39450,14114,3
35896,21744,7791,4
35897,4851,10965,4
35898,42145,8336,3
35899,35185,8780,4
35900,347,2938,4
35901,37504,16153,4
35902,4704,4728,5
35903,24510,3476,3
35904,23562,12260,3
35905,33943,11957,3
35906,29223,9828,2
35907,660,10917,4
35908,3692,15194,3
35909,34941,13618,5
35910,23347,9307,4
35911,38983,8979,3
35912,26160,10865,4
35913,24418,12199,2
35914,10976,8671,3
35915,18378,10865,4
35916,17862,31,3
35917,42287,11483,4
35918,8,2903,3
35919,40119,9211,5
35920,42964,15315,5
35921,28322,849,4
35922,400,14780,5
35923,22946,10191,5
35924,15628,5227,3
35925,36560,5807,5
35926,55845,4533,4
35927,6610,10999,4
35928,7267,8160,3
35929,41081,13410,5
35930,46971,3993,5
35931,44304,1564,4
35932,16557,10967,5
35933,24040,12981,4
35934,55464,9740,3
35935,10436,6495,4
35936,47402,5054,5
35937,31958,6777,3
35938,614,5658,4
35939,2733,4920,1
35940,29312,13486,5
35941,11129,3380,5
35942,35360,10245,4
35943,21596,12075,2
35944,12878,12392,4
35945,42411,7951,3
35946,36708,12670,4
35947,16753,7519,4
35948,50994,10880,4
35949,54648,1740,2
35950,28622,15628,3
35951,41350,4592,4
35952,50578,6085,3
35953,4399,4876,5
35954,31444,10054,1
35955,13689,14246,5
35956,30784,11540,5
35957,29618,11249,1
35958,20222,9922,4
35959,1648,5031,5
35960,22579,10309,3
35961,35737,13486,4
35962,6422,895,4
35963,24048,254,3
35964,8216,4945,5
35965,47492,10244,4
35966,34368,6647,4
35967,41089,13752,4
35968,18330,3071,5
35969,42185,13142,4
35970,22229,99,3
35971,13096,1498,1
35972,48774,11740,3
35973,24252,6495,3
35974,44656,9604,4
35975,4106,7755,5
35976,21595,910,5
35977,31807,16128,4
35978,574,7451,4
35979,46315,2103,2
35980,24209,13472,3
35981,2580,4403,3
35982,11190,12144,4
35983,5973,1504,3
35984,16259,9762,4
35985,54500,12024,3
35986,34929,7961,4
35987,13757,9469,4
35988,17356,3937,5
35989,43178,3389,3
35990,24194,6799,3
35991,48777,14018,4
35992,11756,11063,1
35993,42361,9948,3
35994,20111,15751,4
35995,52523,12940,5
35996,53580,15099,4
35997,4603,3153,3
35998,8641,3531,4
35999,17389,11240,4
36000,53890,14488,5
36001,25238,2809,4
36002,31344,9210,3
36003,24430,12075,4
36004,48836,9161,3
36005,5872,3016,3
36006,41040,14632,5
36007,28370,1328,5
36008,45172,5298,3
36009,19540,8380,4
36010,44507,12936,3
36011,6642,8780,3
36012,45021,14466,3
36013,16128,13588,3
36014,53437,10447,3
36015,47985,9740,5
36016,27485,10054,3
36017,51516,6587,4
36018,37707,12940,5
36019,54699,1463,3
36020,51110,13335,3
36021,36772,7777,4
36022,19862,14632,5
36023,41248,1504,2
36024,54454,1089,4
36025,5679,9211,5
36026,53348,8086,3
36027,15911,12027,4
36028,47229,6574,3
36029,39878,8632,5
36030,30201,11819,5
36031,20515,9375,5
36032,27389,7519,5
36033,20161,5336,4
36034,25017,13711,5
36035,44260,12670,5
36036,47350,11498,4
36037,1108,11313,4
36038,1122,9138,2
36039,46159,7313,5
36040,895,10005,2
36041,3350,132,1
36042,4992,6302,3
36043,5625,10534,5
36044,41609,1772,4
36045,2468,14213,3
36046,6420,12659,3
36047,27135,8117,4
