,rating
2998,4
2999,5
3000,3
3001,4
3002,5
3003,3
3004,3
3005,3
3006,4
3007,4
3008,5
3009,3
3010,5
3011,3
3012,4
3013,5
3014,4
3015,3
3016,4
3017,4
3018,4
3019,1
3020,4
3021,5
3022,4
3023,4
3024,4
3025,4
3026,3
3027,2
3028,2
3029,5
3030,5
3031,5
3032,2
3033,1
3034,3
3035,4
3036,5
3037,5
3038,4
3039,3
3040,4
3041,3
3042,1
3043,3
3044,4
3045,3
3046,4
3047,3
3048,4
3049,4
3050,2
3051,2
3052,3
3053,5
3054,4
3055,4
3056,3
3057,4
3058,5
3059,4
3060,4
3061,5
3062,5
3063,5
3064,2
3065,2
3066,5
3067,4
3068,2
3069,3
3070,3
3071,3
3072,3
3073,4
3074,2
3075,3
3076,1
3077,3
3078,5
3079,3
3080,4
3081,4
3082,2
3083,5
3084,3
3085,5
3086,4
3087,3
3088,3
3089,3
3090,4
3091,5
3092,3
3093,3
3094,4
3095,2
3096,4
3097,4
3098,4
3099,2
3100,5
3101,3
3102,3
3103,5
3104,5
3105,3
3106,3
3107,5
3108,2
3109,3
3110,3
3111,4
3112,4
3113,3
3114,4
3115,2
3116,4
3117,5
3118,4
3119,3
3120,2
3121,4
3122,5
3123,4
3124,1
3125,3
3126,4
3127,3
3128,4
3129,5
3130,4
3131,3
3132,5
3133,3
3134,3
3135,1
3136,3
3137,4
3138,4
3139,5
3140,1
3141,2
3142,5
3143,5
3144,4
3145,4
3146,3
3147,4
3148,4
3149,4
3150,4
3151,3
3152,3
3153,4
3154,4
3155,4
3156,5
3157,5
3158,5
3159,2
3160,2
3161,3
3162,2
3163,3
3164,5
3165,5
3166,5
3167,4
3168,3
3169,4
3170,3
3171,4
3172,3
3173,5
3174,3
3175,2
3176,3
3177,4
3178,3
3179,3
3180,4
3181,4
3182,5
3183,4
3184,2
3185,3
3186,4
3187,4
3188,5
3189,4
3190,4
3191,4
3192,4
3193,5
3194,3
3195,2
3196,3
3197,1
3198,2
3199,4
3200,3
3201,4
3202,4
3203,1
3204,1
3205,1
3206,2
3207,3
3208,1
3209,1
3210,3
3211,3
3212,4
3213,4
3214,4
3215,3
3216,3
3217,4
3218,4
3219,4
3220,5
3221,3
3222,2
3223,4
3224,5
3225,1
3226,4
3227,2
3228,4
3229,2
3230,4
3231,5
3232,4
3233,3
3234,5
3235,3
3236,3
3237,5
3238,4
3239,1
3240,3
3241,2
3242,5
3243,3
3244,5
3245,5
3246,3
3247,3
3248,3
3249,3
3250,3
3251,4
3252,3
3253,3
3254,4
3255,5
3256,3
3257,4
3258,5
3259,4
3260,4
3261,4
3262,5
3263,5
3264,5
3265,2
3266,4
3267,4
3268,3
3269,2
3270,3
3271,3
3272,5
3273,3
3274,4
3275,3
3276,4
3277,3
3278,4
3279,5
3280,4
3281,2
3282,4
3283,5
3284,4
3285,4
3286,3
3287,5
3288,4
3289,4
3290,3
3291,4
3292,3
3293,3
3294,4
3295,4
3296,4
3297,4
3298,4
3299,2
3300,4
3301,2
3302,4
3303,3
3304,5
3305,4
3306,3
3307,5
3308,5
3309,3
3310,2
3311,4
3312,5
3313,4
3314,1
3315,5
3316,5
3317,3
3318,1
3319,5
3320,3
3321,3
3322,4
3323,4
3324,3
3325,1
3326,1
3327,4
3328,2
3329,5
3330,4
3331,4
3332,5
3333,5
3334,3
3335,4
3336,4
3337,3
3338,3
3339,5
3340,4
3341,3
3342,3
3343,5
3344,4
3345,5
3346,4
3347,4
3348,5
3349,4
3350,4
3351,1
3352,4
3353,4
3354,2
3355,5
3356,3
3357,3
3358,2
3359,3
3360,4
3361,3
3362,5
3363,4
3364,3
3365,1
3366,5
3367,4
3368,4
3369,2
3370,2
3371,5
3372,5
3373,3
3374,5
3375,2
3376,2
3377,5
3378,1
3379,4
3380,2
3381,3
3382,3
3383,3
3384,1
3385,5
3386,4
3387,3
3388,3
3389,4
3390,5
3391,4
3392,3
3393,4
3394,5
3395,3
3396,5
3397,3
3398,5
3399,5
3400,4
3401,4
3402,4
3403,3
3404,3
3405,5
3406,3
3407,3
3408,3
3409,3
3410,4
3411,5
3412,2
3413,3
3414,4
3415,3
3416,4
3417,5
3418,3
3419,3
3420,4
3421,3
3422,3
3423,4
3424,4
3425,4
3426,4
3427,4
3428,5
3429,4
3430,4
3431,3
3432,3
3433,4
3434,4
3435,4
3436,3
3437,2
3438,4
3439,4
3440,4
3441,3
3442,5
3443,3
3444,5
3445,1
3446,4
3447,3
3448,5
3449,4
3450,3
3451,4
3452,4
3453,3
3454,3
3455,4
3456,3
3457,3
3458,3
3459,4
3460,3
3461,1
3462,5
3463,4
3464,4
3465,3
3466,4
3467,5
3468,3
3469,4
3470,4
3471,3
3472,3
3473,1
3474,4
3475,3
3476,5
3477,3
3478,3
3479,5
3480,4
3481,4
3482,5
3483,4
3484,3
3485,3
3486,3
3487,3
3488,2
3489,3
3490,5
3491,4
3492,2
3493,1
3494,5
3495,2
3496,3
3497,3
3498,4
3499,1
3500,3
3501,4
3502,4
3503,4
3504,4
3505,3
3506,1
3507,5
3508,3
3509,4
3510,1
3511,3
3512,4
3513,4
3514,4
3515,5
3516,3
3517,5
3518,4
3519,5
3520,1
3521,5
3522,5
3523,2
3524,4
3525,4
3526,3
3527,4
3528,5
3529,3
3530,4
3531,4
3532,3
3533,3
3534,4
3535,2
3536,5
3537,5
3538,2
3539,3
3540,1
3541,4
3542,3
3543,3
3544,5
3545,5
3546,3
3547,4
3548,3
3549,3
3550,1
3551,3
3552,1
3553,4
3554,4
3555,4
3556,5
3557,4
3558,1
3559,3
3560,3
3561,4
3562,4
3563,4
3564,4
3565,5
3566,5
3567,3
3568,5
3569,4
3570,2
3571,2
3572,4
3573,3
3574,5
3575,2
3576,4
3577,1
3578,1
3579,5
3580,5
3581,3
3582,4
3583,4
3584,5
3585,3
3586,4
3587,4
3588,3
3589,3
3590,1
3591,2
3592,5
3593,5
3594,5
3595,3
3596,5
3597,2
3598,5
3599,2
3600,3
3601,1
3602,3
3603,2
3604,5
3605,2
3606,3
3607,4
3608,3
3609,2
3610,3
3611,4
3612,5
3613,3
3614,4
3615,5
3616,4
3617,4
3618,5
3619,4
3620,5
3621,2
3622,3
3623,4
3624,5
3625,3
3626,3
3627,3
3628,4
3629,4
3630,4
3631,5
3632,5
3633,4
3634,5
3635,5
3636,4
3637,3
3638,5
3639,5
3640,5
3641,1
3642,4
3643,5
3644,5
3645,5
3646,3
3647,4
3648,2
3649,3
3650,4
3651,4
3652,3
3653,3
3654,4
3655,5
3656,4
3657,3
3658,5
3659,2
3660,4
3661,3
3662,5
3663,4
3664,5
3665,4
3666,4
3667,5
3668,1
3669,1
3670,3
3671,3
3672,2
3673,4
3674,5
3675,5
3676,3
3677,4
3678,3
3679,2
3680,5
3681,3
3682,3
3683,4
3684,4
3685,3
3686,2
3687,3
3688,3
3689,5
3690,5
3691,3
3692,3
3693,1
3694,5
3695,3
3696,4
3697,5
3698,1
3699,4
3700,3
3701,5
3702,3
3703,4
3704,5
3705,1
3706,3
3707,2
3708,3
3709,3
3710,4
3711,5
3712,3
3713,2
3714,3
3715,3
3716,3
3717,4
3718,5
3719,3
3720,4
3721,3
3722,4
3723,4
3724,3
3725,3
3726,5
3727,4
3728,4
3729,4
3730,5
3731,4
3732,3
3733,3
3734,5
3735,2
3736,5
3737,3
3738,3
3739,3
3740,4
3741,3
3742,3
3743,3
3744,4
3745,4
3746,3
3747,3
3748,5
3749,1
3750,3
3751,4
3752,4
3753,3
3754,4
3755,4
3756,5
3757,5
3758,1
3759,3
3760,5
3761,2
3762,3
3763,4
3764,3
3765,3
3766,3
3767,4
3768,3
3769,3
3770,4
3771,5
3772,3
3773,5
3774,3
3775,4
3776,4
3777,2
3778,1
3779,4
3780,5
3781,4
3782,5
3783,4
3784,4
3785,4
3786,1
3787,4
3788,4
3789,4
3790,5
3791,4
3792,3
3793,4
3794,5
3795,4
3796,5
3797,2
3798,4
3799,2
3800,3
3801,2
3802,5
3803,3
3804,4
3805,3
3806,4
3807,5
3808,4
3809,4
3810,3
3811,4
3812,4
3813,4
3814,4
3815,2
3816,1
3817,4
3818,3
3819,3
3820,4
3821,5
3822,4
3823,4
3824,3
3825,4
3826,3
3827,1
3828,4
3829,4
3830,5
3831,3
3832,3
3833,5
3834,4
3835,5
3836,1
3837,3
3838,5
3839,5
3840,3
3841,3
3842,3
3843,3
3844,4
3845,5
3846,2
3847,4
3848,3
3849,5
3850,4
3851,3
3852,4
3853,5
3854,2
3855,4
3856,5
3857,5
3858,5
3859,3
3860,4
3861,4
3862,5
3863,1
3864,3
3865,4
3866,2
3867,4
3868,3
3869,3
3870,5
3871,1
3872,4
3873,3
3874,4
3875,3
3876,2
3877,4
3878,3
3879,4
3880,4
3881,4
3882,2
3883,5
3884,5
3885,5
3886,3
3887,5
3888,3
3889,4
3890,5
3891,3
3892,5
3893,1
3894,2
3895,4
3896,2
3897,4
3898,1
3899,5
3900,1
3901,4
3902,5
3903,4
3904,2
3905,4
3906,4
3907,4
3908,3
3909,4
3910,4
3911,5
3912,4
3913,1
3914,5
3915,4
3916,3
3917,4
3918,3
3919,4
3920,3
3921,4
3922,3
3923,5
3924,3
3925,1
3926,5
3927,5
3928,5
3929,4
3930,5
3931,5
3932,2
3933,4
3934,4
3935,3
3936,3
3937,4
3938,5
3939,4
3940,2
3941,4
3942,4
3943,5
3944,4
3945,4
3946,5
3947,4
3948,3
3949,5
3950,1
3951,4
3952,3
3953,4
3954,3
3955,3
3956,3
3957,5
3958,3
3959,4
3960,4
3961,3
3962,2
3963,4
3964,5
3965,2
3966,5
3967,5
3968,4
3969,4
3970,4
3971,3
3972,3
3973,5
3974,3
3975,3
3976,3
3977,3
3978,4
3979,4
3980,5
3981,5
3982,3
3983,3
3984,5
3985,5
3986,4
3987,5
3988,3
3989,5
3990,5
3991,5
3992,5
3993,3
3994,5
3995,4
3996,3
3997,4
3998,4
3999,4
4000,3
4001,3
4002,5
4003,2
4004,4
4005,3
4006,3
4007,3
4008,4
4009,2
4010,3
4011,3
4012,4
4013,4
4014,4
4015,3
4016,4
4017,4
4018,4
4019,5
4020,4
4021,3
4022,3
4023,2
4024,3
4025,5
4026,4
4027,3
4028,3
4029,3
4030,4
4031,2
4032,4
4033,4
4034,2
4035,4
4036,3
4037,4
4038,4
4039,4
4040,5
4041,4
4042,3
4043,4
4044,4
4045,3
4046,3
4047,3
4048,4
4049,1
4050,2
4051,1
4052,3
4053,5
4054,3
4055,4
4056,3
4057,3
4058,3
4059,4
4060,4
4061,3
4062,4
4063,4
4064,5
4065,3
4066,3
4067,4
4068,3
4069,2
4070,3
4071,3
4072,3
4073,4
4074,5
4075,5
4076,4
4077,5
4078,5
4079,3
4080,3
4081,3
4082,4
4083,4
4084,2
4085,3
4086,4
4087,4
4088,3
4089,4
4090,3
4091,3
4092,1
4093,2
4094,4
4095,5
4096,1
4097,3
4098,3
4099,5
4100,4
4101,4
4102,4
4103,3
4104,5
4105,3
4106,4
4107,3
4108,5
4109,4
4110,5
4111,2
4112,4
4113,4
4114,3
4115,4
4116,3
4117,3
4118,3
4119,3
4120,3
4121,5
4122,5
4123,4
4124,4
4125,4
4126,4
4127,4
4128,2
4129,1
4130,3
4131,5
4132,3
4133,4
4134,3
4135,2
4136,3
4137,5
4138,5
4139,5
4140,3
4141,3
4142,5
4143,5
4144,3
4145,5
4146,4
4147,3
4148,3
4149,4
4150,5
4151,5
4152,5
4153,4
4154,5
4155,4
4156,3
4157,3
4158,5
4159,4
4160,4
4161,5
4162,4
4163,5
4164,4
4165,2
4166,4
4167,4
4168,3
4169,5
4170,3
4171,3
4172,3
4173,4
4174,2
4175,5
4176,5
4177,3
4178,3
4179,2
4180,3
4181,5
4182,3
4183,4
4184,3
4185,3
4186,3
4187,1
4188,2
4189,4
4190,5
4191,5
4192,3
4193,1
4194,4
4195,3
4196,2
4197,5
4198,5
4199,3
4200,4
4201,3
4202,5
4203,3
4204,4
4205,5
4206,4
4207,4
4208,3
4209,5
4210,4
4211,5
4212,5
4213,4
4214,3
4215,5
4216,5
4217,3
4218,4
4219,4
4220,5
4221,3
4222,1
4223,5
4224,4
4225,3
4226,1
4227,5
4228,1
4229,3
4230,3
4231,4
4232,5
4233,3
4234,4
4235,2
4236,4
4237,4
4238,4
4239,4
4240,3
4241,2
4242,3
4243,4
4244,3
4245,5
4246,3
4247,5
4248,1
4249,3
4250,4
4251,4
4252,5
4253,3
4254,4
4255,2
4256,3
4257,3
4258,5
4259,4
4260,4
4261,2
4262,3
4263,3
4264,5
4265,4
4266,2
4267,5
4268,3
4269,3
4270,4
4271,3
4272,3
4273,3
4274,4
4275,3
4276,3
4277,5
4278,4
4279,4
4280,4
4281,4
4282,3
4283,4
4284,5
4285,3
4286,4
4287,3
4288,4
4289,4
4290,4
4291,3
4292,1
4293,4
4294,3
4295,2
4296,3
4297,4
4298,3
4299,5
4300,4
4301,5
4302,5
4303,3
4304,3
4305,1
4306,3
4307,3
4308,4
4309,2
4310,3
4311,5
4312,3
4313,4
4314,3
4315,3
4316,4
4317,5
4318,3
4319,4
4320,4
4321,4
4322,3
4323,1
4324,4
4325,2
4326,4
4327,5
4328,3
4329,3
4330,2
4331,5
4332,3
4333,2
4334,4
4335,5
4336,5
4337,4
4338,5
4339,3
4340,3
4341,5
4342,4
4343,3
4344,5
4345,4
4346,5
4347,2
4348,3
4349,2
4350,5
4351,3
4352,3
4353,4
4354,2
4355,4
4356,3
4357,3
4358,4
4359,3
4360,3
4361,4
4362,5
4363,4
4364,4
4365,4
4366,5
4367,4
4368,4
4369,5
4370,3
4371,4
4372,1
4373,5
4374,5
4375,1
4376,3
4377,4
4378,4
4379,4
4380,5
4381,3
4382,2
4383,4
4384,4
4385,4
4386,4
4387,3
4388,3
4389,4
4390,5
4391,5
4392,3
4393,3
4394,3
4395,4
4396,1
4397,5
4398,3
4399,3
4400,2
4401,4
4402,3
4403,4
4404,2
4405,5
4406,1
4407,5
4408,3
4409,5
4410,5
4411,5
4412,3
4413,5
4414,4
4415,3
4416,3
4417,1
4418,5
4419,3
4420,5
4421,3
4422,3
4423,4
4424,4
4425,4
4426,3
4427,5
4428,4
4429,3
4430,1
4431,5
4432,5
4433,3
4434,5
4435,4
4436,4
4437,4
4438,4
4439,4
4440,5
4441,4
4442,5
4443,4
4444,4
4445,3
4446,2
4447,3
4448,5
4449,5
4450,2
4451,5
4452,3
4453,4
4454,3
4455,5
4456,5
4457,4
4458,4
4459,4
4460,4
4461,4
4462,4
4463,4
4464,3
4465,4
4466,4
4467,4
4468,2
4469,3
4470,4
4471,5
4472,4
4473,4
4474,5
4475,5
4476,5
4477,4
4478,3
4479,3
4480,5
4481,3
4482,5
4483,3
4484,3
4485,5
4486,4
4487,3
4488,5
4489,4
4490,4
4491,4
4492,5
4493,5
4494,5
4495,3
4496,4
4497,4
4498,5
4499,5
4500,5
4501,3
4502,4
4503,5
4504,5
4505,4
4506,3
4507,3
4508,3
4509,2
4510,4
4511,3
4512,4
4513,4
4514,4
4515,4
4516,5
4517,5
4518,4
4519,3
4520,5
4521,5
4522,5
4523,3
4524,4
4525,4
4526,5
4527,5
4528,3
4529,3
4530,4
4531,5
4532,4
4533,5
4534,5
4535,4
4536,3
4537,5
4538,4
4539,3
4540,5
4541,5
4542,4
4543,3
4544,5
4545,4
4546,3
4547,3
4548,4
4549,5
4550,4
4551,5
4552,4
4553,4
4554,5
4555,5
4556,4
4557,2
4558,4
4559,3
4560,5
4561,5
4562,5
4563,3
4564,4
4565,4
4566,5
4567,3
4568,2
4569,2
4570,4
4571,3
4572,4
4573,5
4574,4
4575,3
4576,4
4577,5
4578,2
4579,4
4580,4
4581,4
4582,1
4583,5
4584,5
4585,4
4586,4
4587,1
4588,2
4589,4
4590,3
4591,4
4592,5
4593,3
4594,4
4595,4
4596,3
4597,4
4598,4
4599,3
4600,5
4601,3
4602,3
4603,4
4604,2
4605,4
4606,4
4607,1
4608,4
4609,4
4610,4
4611,4
4612,3
4613,4
4614,4
4615,3
4616,3
4617,4
4618,4
4619,5
4620,4
4621,4
4622,4
4623,5
4624,2
4625,4
4626,5
4627,4
4628,5
4629,3
4630,5
4631,5
4632,3
4633,4
4634,4
4635,5
4636,2
4637,5
4638,4
4639,4
4640,2
4641,3
4642,2
4643,5
4644,4
4645,4
4646,3
4647,2
4648,3
4649,1
4650,5
4651,2
4652,2
4653,4
4654,4
4655,3
4656,5
4657,4
4658,4
4659,4
4660,4
4661,3
4662,4
4663,4
4664,4
4665,2
4666,4
4667,4
4668,5
4669,4
4670,5
4671,3
4672,4
4673,5
4674,5
4675,4
4676,3
4677,4
4678,3
4679,2
4680,4
4681,4
4682,3
4683,4
4684,4
4685,3
4686,5
4687,3
4688,5
4689,3
4690,2
4691,3
4692,4
4693,4
4694,4
4695,3
4696,4
4697,3
4698,4
4699,4
4700,3
4701,4
4702,3
4703,2
4704,4
4705,4
4706,5
4707,3
4708,5
4709,5
4710,5
4711,3
4712,2
4713,4
4714,3
4715,4
4716,5
4717,4
4718,4
4719,3
4720,5
4721,4
4722,3
4723,3
4724,3
4725,3
4726,1
4727,5
4728,5
4729,3
4730,4
4731,5
4732,5
4733,4
4734,5
4735,3
4736,4
4737,4
4738,4
4739,5
4740,3
4741,1
4742,4
4743,3
4744,4
4745,3
4746,3
4747,4
4748,4
4749,1
4750,4
4751,4
4752,1
4753,4
4754,4
4755,3
4756,2
4757,5
4758,4
4759,5
4760,3
4761,2
4762,4
4763,3
4764,5
4765,4
4766,3
4767,3
4768,5
4769,4
4770,5
4771,4
4772,5
4773,5
4774,4
4775,3
4776,1
4777,5
4778,4
4779,4
4780,4
4781,5
4782,4
4783,3
4784,4
4785,3
4786,5
4787,1
4788,3
4789,4
4790,5
4791,3
4792,4
4793,4
4794,3
4795,3
4796,2
4797,4
4798,4
4799,5
4800,2
4801,3
4802,5
4803,3
4804,5
4805,5
4806,4
4807,3
4808,4
4809,4
4810,5
4811,2
4812,3
4813,3
4814,4
4815,3
4816,5
4817,4
4818,5
4819,4
4820,4
4821,5
4822,5
4823,4
4824,4
4825,4
4826,4
4827,5
4828,4
4829,4
4830,5
4831,4
4832,3
4833,4
4834,2
4835,2
4836,3
4837,4
4838,3
4839,4
4840,5
4841,2
4842,4
4843,5
4844,3
4845,2
4846,3
4847,4
4848,5
4849,4
4850,2
4851,4
4852,4
4853,3
4854,3
4855,5
4856,4
4857,3
4858,4
4859,4
4860,3
4861,4
4862,4
4863,3
4864,3
4865,4
4866,2
4867,2
4868,3
4869,4
4870,1
4871,4
4872,5
4873,3
4874,3
4875,5
4876,2
4877,2
4878,3
4879,3
4880,3
4881,3
4882,4
4883,4
4884,4
4885,4
4886,5
4887,2
4888,4
4889,1
4890,3
4891,5
4892,4
4893,4
4894,4
4895,4
4896,4
4897,3
4898,3
4899,5
4900,5
4901,4
4902,5
4903,4
4904,4
4905,5
4906,2
4907,4
4908,3
4909,5
4910,1
4911,5
4912,4
4913,4
4914,4
4915,4
4916,3
4917,5
4918,4
4919,5
4920,4
4921,5
4922,4
4923,3
4924,5
4925,3
4926,3
4927,4
4928,3
4929,1
4930,4
4931,4
4932,3
4933,4
4934,3
4935,3
4936,3
4937,4
4938,3
4939,5
4940,3
4941,3
4942,3
4943,4
4944,3
4945,3
4946,4
4947,4
4948,3
4949,5
4950,5
4951,5
4952,2
4953,5
4954,4
4955,5
4956,4
4957,2
4958,4
4959,4
4960,4
4961,4
4962,4
4963,4
4964,4
4965,5
4966,5
4967,5
4968,4
4969,3
4970,3
4971,5
4972,3
4973,3
4974,1
4975,5
4976,5
4977,5
4978,3
4979,4
4980,2
4981,5
4982,3
4983,4
4984,4
4985,5
4986,3
4987,4
4988,4
4989,4
4990,3
4991,5
4992,5
4993,5
4994,4
4995,4
4996,5
4997,5
4998,4
4999,1
5000,3
5001,1
5002,4
5003,3
5004,1
5005,3
5006,4
5007,4
5008,4
5009,3
5010,5
5011,4
5012,4
5013,2
5014,5
5015,3
5016,4
5017,3
5018,3
5019,4
5020,5
5021,4
5022,3
5023,4
5024,4
5025,4
5026,3
5027,4
5028,3
5029,4
5030,5
5031,5
5032,2
5033,2
5034,4
5035,5
5036,2
5037,4
5038,1
5039,3
5040,3
5041,5
5042,3
5043,4
5044,1
5045,1
5046,4
5047,4
5048,3
5049,2
5050,4
5051,2
5052,5
5053,5
5054,2
5055,2
5056,5
5057,3
5058,2
5059,5
5060,2
5061,2
5062,2
5063,3
5064,5
5065,4
5066,3
5067,1
5068,4
5069,2
5070,5
5071,4
5072,4
5073,2
5074,4
5075,5
5076,4
5077,2
5078,2
5079,5
5080,5
5081,4
5082,4
5083,5
5084,4
5085,5
5086,4
5087,5
5088,5
5089,4
5090,4
5091,3
5092,5
5093,4
5094,4
5095,3
5096,3
5097,5
5098,2
5099,5
5100,4
5101,5
5102,4
5103,3
5104,3
5105,5
5106,4
5107,2
5108,2
5109,4
5110,3
5111,5
5112,2
5113,4
5114,1
5115,4
5116,3
5117,4
5118,3
5119,4
5120,2
5121,3
5122,5
5123,5
5124,4
5125,4
5126,2
5127,4
5128,4
5129,4
5130,5
5131,1
5132,4
5133,5
5134,4
5135,3
5136,3
5137,4
5138,4
5139,5
5140,3
5141,5
5142,4
5143,5
5144,3
5145,2
5146,4
5147,4
5148,3
5149,4
5150,4
5151,4
5152,3
5153,3
5154,2
5155,4
5156,4
5157,3
5158,5
5159,4
5160,4
5161,4
5162,5
5163,4
5164,4
5165,4
5166,5
5167,4
5168,2
5169,4
5170,4
5171,2
5172,3
5173,1
5174,5
5175,1
5176,4
5177,3
5178,4
5179,4
5180,4
5181,4
5182,5
5183,2
5184,3
5185,4
5186,4
5187,4
5188,3
5189,4
5190,2
5191,5
5192,4
5193,3
5194,4
5195,4
5196,3
5197,4
5198,2
5199,3
5200,4
5201,5
5202,1
5203,5
5204,3
5205,4
5206,3
5207,3
5208,3
5209,5
5210,3
5211,3
5212,4
5213,5
5214,4
5215,5
5216,3
5217,2
5218,4
5219,5
5220,3
5221,5
5222,1
5223,3
5224,4
5225,4
5226,4
5227,5
5228,3
5229,1
5230,4
5231,3
5232,3
5233,3
5234,5
5235,5
5236,5
5237,3
5238,3
5239,2
5240,5
5241,5
5242,5
5243,3
5244,3
5245,4
5246,2
5247,5
5248,4
5249,4
5250,3
5251,4
5252,5
5253,4
5254,4
5255,3
5256,3
5257,4
5258,2
5259,5
5260,3
5261,5
5262,5
5263,1
5264,3
5265,5
5266,5
5267,4
5268,4
5269,4
5270,5
5271,5
5272,3
5273,4
5274,4
5275,2
5276,4
5277,3
5278,5
5279,3
5280,3
5281,5
5282,4
5283,4
5284,5
5285,4
5286,4
5287,2
5288,4
5289,3
5290,5
5291,4
5292,4
5293,5
5294,3
5295,3
5296,3
5297,2
5298,3
5299,3
5300,5
5301,3
5302,3
5303,3
5304,2
5305,4
5306,1
5307,1
5308,2
5309,3
5310,1
5311,4
5312,4
5313,3
5314,3
5315,5
5316,3
5317,3
5318,4
5319,3
5320,3
5321,4
5322,2
5323,3
5324,3
5325,4
5326,4
5327,1
5328,5
5329,5
5330,4
5331,3
5332,3
5333,3
5334,5
5335,4
5336,3
5337,3
5338,1
5339,4
5340,3
5341,3
5342,1
5343,5
5344,3
5345,4
5346,5
5347,4
5348,2
5349,4
5350,3
5351,4
5352,4
5353,4
5354,1
5355,4
5356,2
5357,2
5358,2
5359,5
5360,5
5361,4
5362,4
5363,4
5364,2
5365,4
5366,5
5367,4
5368,2
5369,4
5370,3
5371,4
5372,1
5373,4
5374,4
5375,4
5376,4
5377,3
5378,2
5379,4
5380,4
5381,4
5382,4
5383,3
5384,5
5385,4
5386,4
5387,4
5388,4
5389,5
5390,4
5391,5
5392,2
5393,4
5394,5
5395,4
5396,5
5397,4
5398,3
5399,3
5400,4
5401,5
5402,2
5403,4
5404,5
5405,5
5406,2
5407,3
5408,4
5409,1
5410,5
5411,4
5412,4
5413,1
5414,2
5415,3
5416,5
5417,4
5418,4
5419,3
5420,5
5421,4
5422,4
5423,4
5424,5
5425,3
5426,3
5427,4
5428,4
5429,5
5430,5
5431,3
5432,4
5433,2
5434,3
5435,3
5436,4
5437,4
5438,5
5439,4
5440,3
5441,2
5442,4
5443,5
5444,4
5445,5
5446,5
5447,5
5448,4
5449,5
5450,3
5451,4
5452,4
5453,2
5454,1
5455,4
5456,5
5457,5
5458,3
5459,3
5460,1
5461,5
5462,4
5463,4
5464,2
5465,4
5466,5
5467,4
5468,4
5469,2
5470,4
5471,4
5472,4
5473,5
5474,3
5475,3
5476,4
5477,5
5478,5
5479,4
5480,5
5481,4
5482,5
5483,5
5484,2
5485,3
5486,5
5487,4
5488,4
5489,4
5490,3
5491,4
5492,4
5493,5
5494,2
5495,5
5496,1
5497,5
5498,4
5499,2
5500,4
5501,3
5502,3
5503,4
5504,4
5505,3
5506,5
5507,4
5508,5
5509,4
5510,4
5511,4
5512,4
5513,4
5514,4
5515,3
5516,4
5517,5
5518,2
5519,2
5520,1
5521,4
5522,3
5523,3
5524,4
5525,4
5526,4
5527,1
5528,4
5529,4
5530,4
5531,5
5532,4
5533,4
5534,4
5535,2
5536,5
5537,5
5538,5
5539,5
5540,5
5541,4
5542,1
5543,4
5544,5
5545,4
5546,5
5547,3
5548,4
5549,5
5550,3
5551,5
5552,5
5553,5
5554,4
5555,3
5556,4
5557,3
5558,3
5559,3
5560,4
5561,5
5562,5
5563,5
5564,2
5565,2
5566,4
5567,4
5568,4
5569,5
5570,2
5571,2
5572,5
5573,3
5574,2
5575,5
5576,5
5577,4
5578,1
5579,5
5580,5
5581,5
5582,2
5583,5
5584,4
5585,4
5586,2
5587,4
5588,4
5589,4
5590,4
5591,4
5592,4
5593,2
5594,5
5595,1
5596,5
5597,3
5598,1
5599,4
5600,3
5601,5
5602,4
5603,5
5604,2
5605,3
5606,5
5607,4
5608,4
5609,3
5610,2
5611,4
5612,3
5613,4
5614,4
5615,5
5616,3
5617,4
5618,3
5619,5
5620,4
5621,3
5622,5
5623,2
5624,4
5625,4
5626,3
5627,3
5628,4
5629,3
5630,5
5631,1
5632,1
5633,2
5634,3
5635,4
5636,2
5637,5
5638,4
5639,3
5640,3
5641,5
5642,5
5643,3
5644,3
5645,3
5646,3
5647,1
5648,4
5649,5
5650,4
5651,5
5652,3
5653,2
5654,2
5655,3
5656,3
5657,4
5658,4
5659,3
5660,4
5661,2
5662,3
5663,4
5664,4
5665,3
5666,3
5667,2
5668,3
5669,4
5670,5
5671,3
5672,5
5673,3
5674,2
5675,4
5676,2
5677,3
5678,5
5679,5
5680,3
5681,3
5682,4
5683,3
5684,4
5685,1
5686,4
5687,2
5688,5
5689,5
5690,4
5691,1
5692,4
5693,4
5694,3
5695,5
5696,5
5697,4
5698,4
5699,3
5700,5
5701,4
5702,5
5703,3
5704,1
5705,3
5706,4
5707,4
5708,4
5709,2
5710,3
5711,4
5712,4
5713,4
5714,1
5715,5
5716,3
5717,4
5718,2
5719,3
5720,5
5721,5
5722,3
5723,3
5724,5
5725,4
5726,5
5727,4
5728,4
5729,3
5730,1
5731,2
5732,5
5733,4
5734,4
5735,5
5736,4
5737,1
5738,4
5739,5
5740,5
5741,4
5742,2
5743,4
5744,4
5745,1
5746,2
5747,3
5748,2
5749,3
5750,1
5751,3
5752,4
5753,1
5754,5
5755,4
5756,5
5757,4
5758,5
5759,3
5760,4
5761,3
5762,5
5763,4
5764,5
5765,2
5766,1
5767,3
5768,5
5769,3
5770,4
5771,3
5772,4
5773,3
5774,4
5775,4
5776,2
5777,5
5778,3
5779,1
5780,3
5781,5
5782,5
5783,5
5784,4
5785,5
5786,3
5787,5
5788,4
5789,1
5790,1
5791,4
5792,4
5793,5
5794,4
5795,3
5796,3
